table_schema,table_name,column_name,data_type,is_nullable,column_default
FH,FHExportCsvDatas,LastModified,timestamp without time zone,YES,
FH,FHExportCsvDatas,LastModifiedBy,text,YES,
FH,FHExportCsvDatas,IsInActive,boolean,NO,
FH,FHExportCsvDatas,VendorFrequencyTypeId,integer,YES,
FH,FHExportCsvLogDatas,FHExportCsvLogDataKey,uuid,NO,
FH,FHExportCsvLogDatas,FHExportCsvStatus,integer,NO,
FH,FHExportCsvLogDatas,Message,text,YES,
FH,FHExportCsvLogDatas,FHExportCsvDataKey,uuid,YES,
FH,FHExportCsvLogDatas,Created,timestamp without time zone,YES,
FH,FHExportCsvLogDatas,CreatedBy,text,YES,
FH,FHExportCsvLogDatas,LastModified,timestamp without time zone,YES,
FH,FHExportCsvLogDatas,LastModifiedBy,text,YES,
FH,FHExportCsvLogDatas,IsInActive,boolean,NO,
FH,FHFinalizeBudgetHistoryDatas,FHFinalizeBudgetHistoryDataKey,uuid,NO,
FH,FHFinalizeBudgetHistoryDatas,Status,integer,YES,
FH,FHFinalizeBudgetHistoryDatas,Created,timestamp without time zone,YES,
FH,FHFinalizeBudgetHistoryDatas,CreatedBy,text,YES,
FH,FHFinalizeBudgetHistoryDatas,LastModified,timestamp without time zone,YES,
FH,FHFinalizeBudgetHistoryDatas,LastModifiedBy,text,YES,
FH,FHFinalizeBudgetHistoryDatas,IsInActive,boolean,NO,
FH,FHFinalizeBudgetStatusDatas,FHFinalizeBudgetStatusDataKey,uuid,NO,
FH,FHFinalizeBudgetStatusDatas,Status,integer,YES,
FH,FHFinalizeBudgetStatusDatas,Month,integer,NO,
FH,FHFinalizeBudgetStatusDatas,Year,integer,NO,
FH,FHFinalizeBudgetStatusDatas,Created,timestamp without time zone,YES,
FH,FHFinalizeBudgetStatusDatas,CreatedBy,text,YES,
FH,FHFinalizeBudgetStatusDatas,LastModified,timestamp without time zone,YES,
FH,FHFinalizeBudgetStatusDatas,LastModifiedBy,text,YES,
FH,FHFinalizeBudgetStatusDatas,IsInActive,boolean,NO,
FH,FHFontFamilyDatas,FHFontFamilyDataKey,uuid,NO,
FH,FHFontFamilyDatas,FontFamilyName,text,NO,
FH,FHFontFamilyDatas,Created,timestamp without time zone,YES,
FH,FHFontFamilyDatas,CreatedBy,text,YES,
FH,FHFontFamilyDatas,LastModified,timestamp without time zone,YES,
FH,FHFontFamilyDatas,LastModifiedBy,text,YES,
FH,FHFontFamilyDatas,IsInActive,boolean,NO,
FH,FHFontSizes,Code,integer,NO,
FH,FHFontSizes,Created,timestamp without time zone,YES,
FH,FHFontSizes,CreatedBy,text,YES,
FH,FHFontSizes,LastModified,timestamp without time zone,YES,
FH,FHFontSizes,LastModifiedBy,text,YES,
FH,FHFontSizes,IsInActive,boolean,NO,
FH,FHFontSizes,Name,text,YES,
FH,FHFontSizes,Description,text,YES,
FH,FHFonts,Code,integer,NO,
FH,FHFonts,Created,timestamp without time zone,YES,
FH,FHFonts,CreatedBy,text,YES,
FH,FHFonts,LastModified,timestamp without time zone,YES,
FH,FHFonts,LastModifiedBy,text,YES,
FH,FHFonts,IsInActive,boolean,NO,
FH,FHFonts,Name,text,YES,
FH,FHFonts,Description,text,YES,
FH,FHFrontDeskPayrixFundingDatas,FHFrontDeskPayrixFundingDataKey,uuid,NO,
FH,FHFrontDeskPayrixFundingDatas,FundingId,text,NO,
FH,FHFrontDeskPayrixFundingDatas,Organization,text,YES,
FH,FHFrontDeskPayrixFundingDatas,Frontdesk,boolean,YES,
FH,FHFrontDeskPayrixFundingDatas,DepositDate,timestamp without time zone,YES,
FH,FHFrontDeskPayrixFundingDatas,DepositAmount,numeric,YES,
FH,FHFrontDeskPayrixFundingDatas,AbsorbedFeesFromPayrix,numeric,YES,
FH,FHFrontDeskPayrixFundingDatas,AbsorbedFees,numeric,YES,
FH,FHFrontDeskPayrixFundingDatas,OtherDeductions,numeric,YES,
FH,FHFrontDeskPayrixFundingDatas,Returns,numeric,YES,
FH,FHFrontDeskPayrixFundingDatas,ProcessedStatus,integer,YES,
FH,FHFrontDeskPayrixFundingDatas,ProcessedDate,timestamp without time zone,YES,
FH,FHFrontDeskPayrixFundingDatas,Created,timestamp without time zone,YES,
FH,FHFrontDeskPayrixFundingDatas,CreatedBy,text,YES,
FH,FHFrontDeskPayrixFundingDatas,LastModified,timestamp without time zone,YES,
FH,FHFrontDeskPayrixFundingDatas,LastModifiedBy,text,YES,
FH,FHFrontDeskPayrixFundingDatas,IsInActive,boolean,NO,
FH,FHFrontDeskPayrixFundingDatas,PaymentType,integer,YES,
FH,FHFrontDeskPayrixFundingDatas,FHBankTransactionDataKey,uuid,YES,
FH,FHFrontDeskPayrixFundingTransactionDatas,FHFrontDeskPayrixFundingTransactionDataKey,uuid,NO,
FH,FHFrontDeskPayrixFundingTransactionDatas,TransactionId,text,NO,
FH,FHFrontDeskPayrixFundingTransactionDatas,TransactionDate,timestamp without time zone,YES,
FH,FHFrontDeskPayrixFundingTransactionDatas,TransactionAmount,numeric,YES,
FH,FHFrontDeskPayrixFundingTransactionDatas,AutoPlay,boolean,YES,
FH,FHFrontDeskPayrixFundingTransactionDatas,FHFrontDeskPayrixFundingDataKey,uuid,YES,
FH,FHFrontDeskPayrixFundingTransactionDatas,FHBankTransactionDataKey,uuid,YES,
FH,FHFrontDeskPayrixFundingTransactionDatas,Created,timestamp without time zone,YES,
FH,FHFrontDeskPayrixFundingTransactionDatas,CreatedBy,text,YES,
FH,FHFrontDeskPayrixFundingTransactionDatas,LastModified,timestamp without time zone,YES,
FH,FHFrontDeskPayrixFundingTransactionDatas,LastModifiedBy,text,YES,
FH,FHFrontDeskPayrixFundingTransactionDatas,IsInActive,boolean,NO,
FH,FHFrontDeskPayrixFundingTransactionDatas,PaymentType,text,YES,
FH,FHFundAccountBreakDatas,FHFundAccountBreakDataKey,uuid,NO,
FH,FHFundAccountBreakDatas,FundCode,text,YES,
FH,FHFundAccountBreakDatas,Created,timestamp without time zone,YES,
FH,FHFundAccountBreakDatas,CreatedBy,text,YES,
FH,FHFundAccountBreakDatas,LastModified,timestamp without time zone,YES,
FH,FHFundAccountBreakDatas,LastModifiedBy,text,YES,
FH,FHFundAccountBreakDatas,IsInActive,boolean,NO,
FH,FHFundAccountBreakDatas,FundName,text,YES,
FH,FHFundAccountBreakDatas,FHAccountBreakConfigurationKey,uuid,YES,
FH,FHFundAccountBreakDatas,DefaultBankNumber,text,YES,
FH,FHFundAccountBreakDatas,DefaultDepartmentCode,text,YES,
FH,FHFundAccountBreakDatas,IsFundAddedFromFundManagementWorkFlow,boolean,YES,
FH,FHFundAccountBreakDatas,IsFundManagementWorkFlowCompleted,boolean,YES,
FH,FHFundAccountBreakDatas,IsToCreatePayrollAccounts,boolean,YES,
FH,FHFundDepartmentRangeMappings,FHFundDepartmentRangeMappingKey,uuid,NO,
FH,FHFundDepartmentRangeMappings,FundStartRange,text,YES,
FH,FHFundDepartmentRangeMappings,FundEndRange,text,YES,
FH,FHFundDepartmentRangeMappings,DepartmentStartRange,text,YES,
FH,FHFundDepartmentRangeMappings,DepartmentEndRange,text,YES,
FH,FHFundDepartmentRangeMappings,Created,timestamp without time zone,YES,
FH,FHFundDepartmentRangeMappings,CreatedBy,text,YES,
FH,FHFundDepartmentRangeMappings,LastModified,timestamp without time zone,YES,
FH,FHFundDepartmentRangeMappings,LastModifiedBy,text,YES,
FH,FHFundDepartmentRangeMappings,IsInActive,boolean,NO,
FH,FHGLAccountDatas,FHGLAccountDataKey,uuid,NO,
FH,FHGLAccountDatas,GLAccountNumber,text,YES,
FH,FHGLAccountDatas,GLAccountName,text,YES,
FH,FHGLAccountDatas,FundCode,text,YES,
FH,FHGLAccountDatas,DepartmentCode,text,YES,
FH,FHGLAccountDatas,ActivityCode,text,YES,
FH,FHGLAccountDatas,AccountLineCode,text,YES,
FH,FHGLAccountDatas,ProjectCode,text,YES,
FH,FHGLAccountDatas,FHAccountLineType,integer,NO,
FH,FHGLAccountDatas,CombinedDataForSearch,text,YES,
FH,FHGLAccountDatas,FHFundAccountBreakDataKey,uuid,YES,
FH,FHGLAccountDatas,FHDepartmentAccountBreakDataKey,uuid,YES,
FH,FHGLAccountDatas,FHActivityAccountBreakDataKey,uuid,YES,
FH,FHGLAccountDatas,FHAccountLineBreakDataKey,uuid,YES,
FH,FHGLAccountDatas,FHProjectDataKey,uuid,YES,
FH,FHGLAccountDatas,Created,timestamp without time zone,YES,
FH,FHGLAccountDatas,CreatedBy,text,YES,
FH,FHGLAccountDatas,LastModified,timestamp without time zone,YES,
FH,FHGLAccountDatas,LastModifiedBy,text,YES,
FH,FHGLAccountDatas,IsInActive,boolean,NO,
FH,FHGLAccountDatas,FHBankAccountSetupDataKey,uuid,YES,
FH,FHGLAccountDatas,FHDistributionIdSetupDataKey,uuid,YES,
FH,FHGLAccountDatas,IsDraft,boolean,NO,
FH,FHGLAccountDatas,FHBalanceType,integer,YES,
FH,FHGLAccountDatas,FHStatementType,integer,YES,
FH,FHGLBankCashLineDatas,FHGLBankCashLineDataKey,uuid,NO,
FH,FHGLBankCashLineDatas,FHGLBankTransferDataKey,uuid,NO,
FH,FHGLBankCashLineDatas,FHGLAccountDataKey,uuid,NO,
FH,FHGLBankCashLineDatas,BalanceType,integer,NO,
FH,FHGLBankCashLineDatas,Amount,numeric,NO,
FH,FHGLBankCashLineDatas,Created,timestamp without time zone,YES,
FH,FHGLBankCashLineDatas,CreatedBy,text,YES,
FH,FHGLBankCashLineDatas,LastModified,timestamp without time zone,YES,
FH,FHGLBankCashLineDatas,LastModifiedBy,text,YES,
FH,FHGLBankCashLineDatas,IsInActive,boolean,NO,
FH,FHGLBankTransferDatas,BankFromKey,uuid,NO,
FH,FHGLBankTransferDatas,BankToKey,uuid,NO,
FH,FHGLBankTransferDatas,FHGLBankTransferDataKey,uuid,NO,
FH,FHGLBankTransferDatas,Amount,numeric,NO,
FH,FHGLBankTransferDatas,TransferDate,timestamp without time zone,YES,
FH,FHGLBankTransferDatas,TrasnferNumber,integer,NO,
FH,FHGLBankTransferDatas,Created,timestamp without time zone,YES,
FH,FHGLBankTransferDatas,CreatedBy,text,YES,
FH,FHGLBankTransferDatas,LastModified,timestamp without time zone,YES,
FH,FHGLBankTransferDatas,LastModifiedBy,text,YES,
FH,FHGLBankTransferDatas,IsInActive,boolean,NO,
FH,FHGLBudgetAmendLogs,FFHGLBudgetAmendLogKey,uuid,NO,
FH,FHGLBudgetAmendLogs,GLAccountnumber,text,YES,
FH,FHGLBudgetAmendLogs,FHGLAccountDataKey,uuid,YES,
FH,FHGLBudgetAmendLogs,AmendedDate,timestamp without time zone,YES,
FH,FHGLBudgetAmendLogs,OrginalAmount,numeric,YES,
FH,FHGLBudgetAmendLogs,AmendedAmount,numeric,YES,
FH,FHGLBudgetAmendLogs,YtdExpense,numeric,YES,
FH,FHGLBudgetAmendLogs,YtdExpensePercentage,integer,YES,
FH,FHGLBudgetAmendLogs,EstimatedYearEndExpense,numeric,YES,
FH,FHGLBudgetAmendLogs,FiscalYtdPercentage,integer,YES,
FH,FHGLBudgetAmendLogs,Month,integer,YES,
FH,FHGLBudgetAmendLogs,Year,integer,YES,
FH,FHGLBudgetAmendLogs,FHGLBudgetDataKey,uuid,YES,
FH,FHGLBudgetAmendLogs,Created,timestamp without time zone,YES,
FH,FHGLBudgetAmendLogs,CreatedBy,text,YES,
FH,FHGLBudgetAmendLogs,LastModified,timestamp without time zone,YES,
FH,FHGLBudgetAmendLogs,LastModifiedBy,text,YES,
FH,FHGLBudgetAmendLogs,IsInActive,boolean,NO,
FH,FHGLBudgetDatas,FHGLBudgetDataKey,uuid,NO,
FH,FHGLBudgetDatas,GLAccountnumber,text,YES,
FH,FHGLBudgetDatas,FHGLAccountDataKey,uuid,YES,
FH,FHGLBudgetDatas,Month,integer,YES,
FH,FHGLBudgetDatas,Year,integer,YES,
FH,FHGLBudgetDatas,Amount,numeric,YES,
FH,FHGLBudgetDatas,Created,timestamp without time zone,YES,
FH,FHGLBudgetDatas,CreatedBy,text,YES,
FH,FHGLBudgetDatas,LastModified,timestamp without time zone,YES,
FH,FHGLBudgetDatas,LastModifiedBy,text,YES,
FH,FHGLBudgetDatas,IsInActive,boolean,NO,
FH,FHGLBudgetDatas,AmendAmount,numeric,YES,
FH,FHGLBudgetDatas,BudgetStatus,integer,NO,0
FH,FHGLBudgetDatas,OrginalAmount,numeric,YES,
FH,FHGLEntryDatas,FHGLEntryDataKey,uuid,NO,
FH,FHGLEntryDatas,HubType,integer,NO,
FH,FHGLEntryDatas,GLAccountnumber,text,NO,
FH,FHGLEntryDatas,FHGLAccountDataKey,uuid,NO,
FH,FHGLEntryDatas,TransactionType,integer,NO,
FH,FHGLEntryDatas,TransactionKey,uuid,NO,
FH,FHGLEntryDatas,Reference,text,YES,
FH,FHGLEntryDatas,RecordType,integer,NO,
FH,FHGLEntryDatas,Credit,numeric,NO,
FH,FHGLEntryDatas,Debit,numeric,NO,
FH,FHGLEntryDatas,Amount,numeric,NO,
FH,FHGLEntryDatas,TransactionDate,timestamp without time zone,NO,
FH,FHGLEntryDatas,PostingDate,timestamp without time zone,YES,
FH,FHGLEntryDatas,FHBookDataKey,uuid,NO,
FH,FHGLEntryDatas,EventType,integer,YES,
FH,FHGLEntryDatas,OtherReference,text,YES,
FH,FHGLEntryDatas,OtherNumber,text,YES,
FH,FHGLEntryDatas,JournalKey,integer,NO,
FH,FHGLEntryDatas,DocumentNumber,text,YES,
FH,FHGLEntryDatas,Created,timestamp without time zone,YES,
FH,FHGLEntryDatas,CreatedBy,text,YES,
FH,FHGLEntryDatas,LastModified,timestamp without time zone,YES,
FH,FHGLEntryDatas,LastModifiedBy,text,YES,
FH,FHGLEntryDatas,IsInActive,boolean,NO,
FH,FHGLEntryDatas,FHGLJournalDataKey,uuid,YES,
FH,FHGLEntryDatas,SequenceNumber,integer,YES,
FH,FHGLEntryDatas,FHBankTransactionDataKey,uuid,YES,
FH,FHGLEntryDatas,FHGLBankTransferDataKey,uuid,YES,
FH,FHGLEntryDatas,FHAPInvoiceDataKey,uuid,YES,
FH,FHGLEntryDatas,EntryType,integer,YES,
FH,FHGLEntryRecurringDatas,FHGLEntryRecurringDataKey,uuid,NO,
FH,FHGLEntryRecurringDatas,HubType,integer,NO,
FH,FHGLEntryRecurringDatas,GLAccountnumber,text,NO,
FH,FHGLEntryRecurringDatas,FHGLAccountDataKey,uuid,NO,
FH,FHGLEntryRecurringDatas,TransactionType,integer,NO,
FH,FHGLEntryRecurringDatas,TransactionKey,uuid,NO,
FH,FHGLEntryRecurringDatas,Reference,character varying,YES,
FH,FHGLEntryRecurringDatas,RecordType,integer,NO,
FH,FHGLEntryRecurringDatas,Credit,numeric,NO,
FH,FHGLEntryRecurringDatas,Debit,numeric,NO,
FH,FHGLEntryRecurringDatas,Amount,numeric,NO,
FH,FHGLEntryRecurringDatas,TransactionDate,timestamp without time zone,NO,
FH,FHGLEntryRecurringDatas,PostingDate,timestamp without time zone,YES,
FH,FHGLEntryRecurringDatas,FHBookDataKey,uuid,NO,
FH,FHGLEntryRecurringDatas,EventType,integer,YES,
FH,FHGLEntryRecurringDatas,OtherReference,text,YES,
FH,FHGLEntryRecurringDatas,OtherNumber,text,YES,
FH,FHGLEntryRecurringDatas,JournalKey,integer,NO,
FH,FHGLEntryRecurringDatas,DocumentNumber,text,YES,
FH,FHGLEntryRecurringDatas,FHGLJournalRecurringDataKey,uuid,NO,
FH,FHGLEntryRecurringDatas,SequenceNumber,integer,YES,
FH,FHGLEntryRecurringDatas,Created,timestamp without time zone,YES,
FH,FHGLEntryRecurringDatas,CreatedBy,text,YES,
FH,FHGLEntryRecurringDatas,LastModified,timestamp without time zone,YES,
FH,FHGLEntryRecurringDatas,LastModifiedBy,text,YES,
FH,FHGLEntryRecurringDatas,IsInActive,boolean,NO,
FH,FHGLEntryTemplateDatas,FHGLEntryTemplateDataKey,uuid,NO,
FH,FHGLEntryTemplateDatas,FHGLJournalTemplateDataKey,uuid,YES,
FH,FHGLEntryTemplateDatas,GLAccountnumber,text,YES,
FH,FHGLEntryTemplateDatas,FHGLAccountDataKey,uuid,NO,
FH,FHGLEntryTemplateDatas,Reference,text,YES,
FH,FHGLEntryTemplateDatas,Credit,numeric,NO,
FH,FHGLEntryTemplateDatas,Debit,numeric,NO,
FH,FHGLEntryTemplateDatas,SequenceNumber,integer,YES,
FH,FHGLJournalDatas,FHGLJournalDataKey,uuid,NO,
FH,FHGLJournalDatas,Reference,text,YES,
FH,FHGLJournalDatas,PostingDate,timestamp without time zone,YES,
FH,FHGLJournalDatas,EntryType,integer,NO,
FH,FHGLJournalDatas,AdditionalReference,text,YES,
FH,FHGLJournalDatas,Created,timestamp without time zone,YES,
FH,FHGLJournalDatas,CreatedBy,text,YES,
FH,FHGLJournalDatas,LastModified,timestamp without time zone,YES,
FH,FHGLJournalDatas,LastModifiedBy,text,YES,
FH,FHGLJournalDatas,IsInActive,boolean,NO,
FH,FHGLJournalDatas,JournalKey,integer,NO,0
FH,FHGLJournalDatas,AutoReversalDate,timestamp without time zone,YES,
FH,FHGLJournalDatas,FHGLJournalRecurringScheduleKey,uuid,YES,
FH,FHGLJournalDatas,FHGLJournalReversedFromDataKey,uuid,YES,
FH,FHGLJournalDatas,FHGLJournalReversedToDataKey,uuid,YES,
FH,FHGLJournalDatas,FHGLJournalTemplateKey,uuid,YES,
FH,FHGLJournalDatas,Status,integer,YES,
FH,FHGLJournalRecurringDatas,FHGLJournalRecurringDataKey,uuid,NO,
FH,FHGLJournalRecurringDatas,Reference,text,YES,
FH,FHGLJournalRecurringDatas,PostingDate,timestamp without time zone,YES,
FH,FHGLJournalRecurringDatas,EntryType,integer,NO,
FH,FHGLJournalRecurringDatas,AdditionalReference,text,YES,
FH,FHGLJournalRecurringDatas,FHGLJournalRecurringScheduleKey,uuid,YES,
FH,FHGLJournalRecurringDatas,Created,timestamp without time zone,YES,
FH,FHGLJournalRecurringDatas,CreatedBy,text,YES,
FH,FHGLJournalRecurringDatas,LastModified,timestamp without time zone,YES,
FH,FHGLJournalRecurringDatas,LastModifiedBy,text,YES,
FH,FHGLJournalRecurringDatas,IsInActive,boolean,NO,
FH,FHGLJournalRecurringDatas,JournalKey,integer,NO,0
FH,FHGLJournalRecurringSchedules,FHGLEntryRecurringScheduleKey,uuid,NO,
FH,FHGLJournalRecurringSchedules,StartDate,timestamp without time zone,NO,
FH,FHGLJournalRecurringSchedules,EndDate,timestamp without time zone,YES,
FH,FHGLJournalRecurringSchedules,EndNever,boolean,NO,
FH,FHGLJournalRecurringSchedules,FHRecurringFreequency,integer,NO,
FH,FHGLJournalRecurringSchedules,RepeatCount,smallint,YES,
FH,FHGLJournalRecurringSchedules,FHRecurringFreequencyType,integer,YES,
FH,FHGLJournalRecurringSchedules,IsEmailNotification,boolean,NO,
FH,FHGLJournalRecurringSchedules,Email,text,YES,
FH,FHGLJournalRecurringSchedules,Created,timestamp without time zone,YES,
FH,FHGLJournalRecurringSchedules,CreatedBy,text,YES,
FH,FHGLJournalRecurringSchedules,LastModified,timestamp without time zone,YES,
FH,FHGLJournalRecurringSchedules,LastModifiedBy,text,YES,
FH,FHGLJournalRecurringSchedules,IsInActive,boolean,NO,
FH,FHGLJournalRecurringSchedules,Description,text,NO,''::text
FH,FHGLJournalRecurringSchedules,LastPostedDate,timestamp without time zone,YES,
FH,FHGLJournalRecurringSchedules,NextPostingDate,timestamp without time zone,YES,
FH,FHGLJournalTemplateDatas,FHGLJournalTemplateDataKey,uuid,NO,
FH,FHGLJournalTemplateDatas,FHGLJournalTemplateKey,uuid,YES,
FH,FHGLJournalTemplateDatas,Reference,text,YES,
FH,FHGLJournalTemplateDatas,PostingDate,timestamp without time zone,YES,
FH,FHGLJournalTemplateDatas,JournalEntryType,integer,YES,
FH,FHGLJournalTemplateDatas,OtherReference,text,YES,
FH,FHGLJournalTemplates,FHGLJournalTemplateKey,uuid,NO,
FH,FHGLJournalTemplates,TemplateName,text,NO,
FH,FHGLJournalTemplates,Created,timestamp without time zone,YES,
FH,FHGLJournalTemplates,CreatedBy,text,YES,
FH,FHGLJournalTemplates,LastModified,timestamp without time zone,YES,
FH,FHGLJournalTemplates,LastModifiedBy,text,YES,
FH,FHGLJournalTemplates,IsInActive,boolean,NO,
FH,FHGLParameterSettings,FHGLParameterSettingsKey,uuid,NO,
FH,FHGLParameterSettings,CurrentFiscalYear,integer,NO,
FH,FHGLParameterSettings,FiscalMonth,integer,NO,
FH,FHGLParameterSettings,DisplayCreditBalanceAsNegative,integer,NO,
FH,FHGLParameterSettings,RoundBudgetToNearestAmount,integer,NO,
FH,FHGLParameterSettings,MaximumPriorMonthsToAllowPosting,integer,NO,
FH,FHGLParameterSettings,UseYearEndAdjustmentTools,integer,YES,
FH,FHGLParameterSettings,AllowOverBudget,integer,NO,
FH,FHGLParameterSettings,AllowCrossFundPosting,integer,NO,
FH,FHGLParameterSettings,Created,timestamp without time zone,YES,
FH,FHGLParameterSettings,CreatedBy,text,YES,
FH,FHGLParameterSettings,LastModified,timestamp without time zone,YES,
FH,FHGLParameterSettings,LastModifiedBy,text,YES,
FH,FHGLParameterSettings,IsInActive,boolean,NO,
FH,FHGLParameterSettings,DefaultAccountsPayableLine,text,YES,
FH,FHGLParameterSettings,DefaultAssetDepartment,text,YES,
FH,FHGLParameterSettings,DefaultCashAccountLine,text,YES,
FH,FHGLParameterSettings,DefaultEncumbranceControlLine,text,YES,
FH,FHGLParameterSettings,DefaultEncumbrancePriorYearLine,text,YES,
FH,FHGLParameterSettings,DefaultEncumbranceReserveLine,text,YES,
FH,FHGLParameterSettings,DefaultFederalPayableLine,text,YES,
FH,FHGLParameterSettings,DefaultFundBalanceLine,text,YES,
FH,FHGLParameterSettings,DefaultLiablilityDepartment,text,YES,
FH,FHGLParameterSettings,DefaultProfitHandlerDepartment,text,YES,
FH,FHGLParameterSettings,DefaultProfitHandlerLine,text,YES,
FH,FHGLParameterSettings,DefaultTIFTransferInLine,text,YES,
FH,FHGLParameterSettings,DefaultTIFTransferOutLine,text,YES,
FH,FHGLParameterSettings,DefaultTransferDepartment,text,YES,
FH,FHGLParameterSettings,DefaultTransferInLine,text,YES,
FH,FHGLParameterSettings,DefaultTransferOutLine,text,YES,
FH,FHGLParameterSettings,IsGLSettingsComplete,boolean,NO,
FH,FHGLParameterSettings,PayrollDefaultBenefitFund,text,YES,
FH,FHGLParameterSettings,PayrollDefaultCashLine,text,YES,
FH,FHGLParameterSettings,PayrollDefaultLocalPayableLine,text,YES,
FH,FHGLParameterSettings,PayrollDefaultMedicarePayableLine,text,YES,
FH,FHGLParameterSettings,PayrollDefaultSSMedExpenseLine,text,YES,
FH,FHGLParameterSettings,PayrollDefaultSocialSecurityPayableLine,text,YES,
FH,FHGLParameterSettings,PayrollDefaultStatePayableLine,text,YES,
FH,FHGLParameterSettings,UsePayrollDefaultBenefitFund,integer,NO,
FH,FHGLParameterSettings,UsePayrollDefaultLiablilityDistIds,integer,NO,
FH,FHGLParameterSettings,StateofIowa,text,YES,
FH,FHGLParameterSettings,FiscalYear,integer,NO,0
FH,FHGLParameterSettings,IsToConsiderBeginningYear,boolean,NO,false
FH,FHGLParameterSettingsInformation,FHGLParameterSettingsInformationKey,uuid,NO,
FH,FHGLParameterSettingsInformation,Field,text,YES,
FH,FHGLParameterSettingsInformation,HeaderName,text,YES,
FH,FHGLParameterSettingsInformation,Description,text,YES,
FH,FHGLParameterSettingsInformation,Created,timestamp without time zone,YES,
FH,FHGLParameterSettingsInformation,CreatedBy,text,YES,
FH,FHGLParameterSettingsInformation,LastModified,timestamp without time zone,YES,
FH,FHGLParameterSettingsInformation,LastModifiedBy,text,YES,
FH,FHGLParameterSettingsInformation,IsInActive,boolean,NO,
FH,FHGLRevenueCodeDatas,FHGLRevenueCodeDataKey,uuid,NO,
FH,FHGLRevenueCodeDatas,Code,text,NO,
FH,FHGLRevenueCodeDatas,Description,text,YES,
FH,FHGLRevenueCodeDatas,FHBankAccountSetupDataKey,uuid,YES,
FH,FHGLRevenueCodeDatas,Memo,text,YES,
FH,FHGLRevenueCodeDatas,FHARPaymentTypeKey,uuid,YES,
FH,FHGLRevenueCodeDatas,GLDistributionDescription,text,YES,
FH,FHGLRevenueCodeDatas,Created,timestamp without time zone,YES,
FH,FHGLRevenueCodeDatas,CreatedBy,text,YES,
FH,FHGLRevenueCodeDatas,LastModified,timestamp without time zone,YES,
FH,FHGLRevenueCodeDatas,LastModifiedBy,text,YES,
FH,FHGLRevenueCodeDatas,IsInActive,boolean,NO,
FH,FHGLTransferLineDatas,FHGLTransferLineDataKey,uuid,NO,
FH,FHGLTransferLineDatas,FHGLBankTransferDataKey,uuid,NO,
FH,FHGLTransferLineDatas,FHGLAccountDataKey,uuid,NO,
FH,FHGLTransferLineDatas,AccountLineType,integer,NO,
FH,FHGLTransferLineDatas,FundCode,text,NO,
FH,FHGLTransferLineDatas,Amount,numeric,NO,
FH,FHGLTransferLineDatas,Created,timestamp without time zone,YES,
FH,FHGLTransferLineDatas,CreatedBy,text,YES,
FH,FHGLTransferLineDatas,LastModified,timestamp without time zone,YES,
FH,FHGLTransferLineDatas,LastModifiedBy,text,YES,
FH,FHGLTransferLineDatas,IsInActive,boolean,NO,
FH,FHGeneralLogs,FHGeneralLogKey,uuid,NO,
FH,FHGeneralLogs,EventKey,uuid,YES,
FH,FHGeneralLogs,Event,integer,NO,
FH,FHGeneralLogs,LogType,integer,NO,
FH,FHGeneralLogs,Description,text,YES,
FH,FHGeneralLogs,Status,integer,NO,
FH,FHGeneralLogs,Created,timestamp without time zone,YES,
FH,FHGeneralLogs,CreatedBy,text,YES,
FH,FHGeneralLogs,LastModified,timestamp without time zone,YES,
FH,FHGeneralLogs,LastModifiedBy,text,YES,
FH,FHGeneralLogs,IsInActive,boolean,NO,
FH,FHGlARFrontDeskPaymentDatas,FHGlARFrontDeskPaymentDataKey,uuid,NO,
FH,FHGlARFrontDeskPaymentDatas,TransactionId,text,NO,
FH,FHGlARFrontDeskPaymentDatas,PayeeName,text,YES,
FH,FHGlARFrontDeskPaymentDatas,EPayId,text,YES,
FH,FHGlARFrontDeskPaymentDatas,PaymentDate,timestamp without time zone,YES,
FH,FHGlARFrontDeskPaymentDatas,PaymentTime,text,YES,
FH,FHGlARFrontDeskPaymentDatas,PaymentAmount,numeric,YES,
FH,FHGlARFrontDeskPaymentDatas,Module,text,YES,
FH,FHGlARFrontDeskPaymentDatas,Description,text,YES,
FH,FHGlARFrontDeskPaymentDatas,GLRevenueCode,text,YES,
FH,FHGlARFrontDeskPaymentDatas,PaymentMethod,text,YES,
FH,FHGlARFrontDeskPaymentDatas,VendorAutoPlay,boolean,YES,
FH,FHGlARFrontDeskPaymentDatas,Vendor,text,YES,
FH,FHGlARFrontDeskPaymentDatas,TimeZone,text,YES,
FH,FHGlARFrontDeskPaymentDatas,DataToken,text,YES,
FH,FHGlARFrontDeskPaymentDatas,Created,timestamp without time zone,YES,
FH,FHGlARFrontDeskPaymentDatas,CreatedBy,text,YES,
FH,FHGlARFrontDeskPaymentDatas,LastModified,timestamp without time zone,YES,
FH,FHGlARFrontDeskPaymentDatas,LastModifiedBy,text,YES,
FH,FHGlARFrontDeskPaymentDatas,IsInActive,boolean,NO,
FH,FHIVRPaymentDatas,FHIVRPaymentDataKey,uuid,NO,
FH,FHIVRPaymentDatas,FHIVRPaymentUploadFileDataKey,uuid,YES,
FH,FHIVRPaymentDatas,PaymentEffectiveDate,timestamp without time zone,NO,
FH,FHIVRPaymentDatas,AccountNumber,text,NO,
FH,FHIVRPaymentDatas,Name,text,NO,
FH,FHIVRPaymentDatas,Amount,numeric,NO,
