table_schema,table_name,column_name,data_type,is_nullable,column_default
FH,FHIVRPaymentDatas,TraceNo,text,NO,
FH,FHIVRPaymentDatas,PaymentType,text,YES,
FH,FHIVRPaymentDatas,AccountNumber2,text,YES,
FH,FHIVRPaymentDatas,Desc1,text,YES,
FH,FHIVRPaymentDatas,Desc2,text,YES,
FH,FHIVRPaymentDatas,Desc3,text,YES,
FH,FHIVRPaymentDatas,Created,timestamp without time zone,YES,
FH,FHIVRPaymentDatas,CreatedBy,text,YES,
FH,FHIVRPaymentDatas,LastModified,timestamp without time zone,YES,
FH,FHIVRPaymentDatas,LastModifiedBy,text,YES,
FH,FHIVRPaymentDatas,IsInActive,boolean,NO,
FH,FHIVRPaymentUploadFileDatas,FHIVRPaymentUploadFileDataKey,uuid,NO,
FH,FHIVRPaymentUploadFileDatas,FileName,text,NO,
FH,FHIVRPaymentUploadFileDatas,FilePath,text,NO,
FH,FHIVRPaymentUploadFileDatas,Created,timestamp without time zone,YES,
FH,FHIVRPaymentUploadFileDatas,CreatedBy,text,YES,
FH,FHIVRPaymentUploadFileDatas,LastModified,timestamp without time zone,YES,
FH,FHIVRPaymentUploadFileDatas,LastModifiedBy,text,YES,
FH,FHIVRPaymentUploadFileDatas,IsInActive,boolean,NO,
FH,FHPageSizes,Code,integer,NO,
FH,FHPageSizes,Name,character varying,NO,
FH,FHPageSizes,Description,character varying,NO,
FH,FHPageSizes,PageLength,numeric,YES,
FH,FHPageSizes,PageWidth,numeric,YES,
FH,FHPageSizes,Created,timestamp without time zone,YES,
FH,FHPageSizes,CreatedBy,text,YES,
FH,FHPageSizes,LastModified,timestamp without time zone,YES,
FH,FHPageSizes,LastModifiedBy,text,YES,
FH,FHPageSizes,IsInActive,boolean,NO,
FH,FHPayrollCompletionTimeLogs,FHPayrollCompletionTimeLogKey,uuid,NO,
FH,FHPayrollCompletionTimeLogs,PayrollCompletionTime,timestamp without time zone,NO,
FH,FHPayrollCompletionTimeLogs,FrequencyRecurrenceKey,uuid,YES,
FH,FHPayrollCompletionTimeLogs,ExtraPayoutsKey,uuid,YES,
FH,FHPayrollCompletionTimeLogs,VendorFrequencyTypeId,integer,YES,
FH,FHPrintFormatKeywords,FHPrintFormatKeywordKey,uuid,NO,
FH,FHPrintFormatKeywords,DisplayName,text,YES,
FH,FHPrintFormatKeywords,ActualName,text,YES,
FH,FHPrintFormatKeywords,FHPrintFormatCategory,integer,NO,
FH,FHPrintFormatKeywords,Created,timestamp without time zone,YES,
FH,FHPrintFormatKeywords,CreatedBy,text,YES,
FH,FHPrintFormatKeywords,LastModified,timestamp without time zone,YES,
FH,FHPrintFormatKeywords,LastModifiedBy,text,YES,
FH,FHPrintFormatKeywords,IsInActive,boolean,NO,
FH,FHPrintFormatKeywords,FHTaxFormPrintFormattingCategory,integer,YES,
FH,FHPrintFormatKeywords,FHAPVoucherFormat,integer,YES,
FH,FHPrintOrientations,Code,integer,NO,
FH,FHPrintOrientations,Created,timestamp without time zone,YES,
FH,FHPrintOrientations,CreatedBy,text,YES,
FH,FHPrintOrientations,LastModified,timestamp without time zone,YES,
FH,FHPrintOrientations,LastModifiedBy,text,YES,
FH,FHPrintOrientations,IsInActive,boolean,NO,
FH,FHPrintOrientations,Name,text,YES,
FH,FHPrintOrientations,Description,text,YES,
FH,FHProcessedReceiptRunDatas,FHProcessedReceiptRunDataKey,uuid,NO,
FH,FHProcessedReceiptRunDatas,RunId,integer,NO,
FH,FHProcessedReceiptRunDatas,TotalReceipts,integer,NO,
FH,FHProcessedReceiptRunDatas,ReceiptDate,timestamp without time zone,YES,
FH,FHProcessedReceiptRunDatas,Created,timestamp without time zone,YES,
FH,FHProcessedReceiptRunDatas,CreatedBy,text,YES,
FH,FHProcessedReceiptRunDatas,LastModified,timestamp without time zone,YES,
FH,FHProcessedReceiptRunDatas,LastModifiedBy,text,YES,
FH,FHProcessedReceiptRunDatas,IsInActive,boolean,NO,
FH,FHProjectDatas,FHProjectDataKey,uuid,NO,
FH,FHProjectDatas,ProjectCode,text,YES,
FH,FHProjectDatas,ProjectName,text,YES,
FH,FHProjectDatas,Created,timestamp without time zone,YES,
FH,FHProjectDatas,CreatedBy,text,YES,
FH,FHProjectDatas,LastModified,timestamp without time zone,YES,
FH,FHProjectDatas,LastModifiedBy,text,YES,
FH,FHProjectDatas,IsInActive,boolean,NO,
FH,FHReceiptRunBankTransactionMappingDatas,FHReceiptRunBankTransactionMappingDataKey,uuid,NO,
FH,FHReceiptRunBankTransactionMappingDatas,FHProcessedReceiptRunDataKey,uuid,NO,
FH,FHReceiptRunBankTransactionMappingDatas,FHRevenueReceiptDataKey,uuid,NO,
FH,FHReceiptRunBankTransactionMappingDatas,FHBankTransactionDataKey,uuid,NO,
FH,FHReceiptRunJournalMappingDatas,FHReceiptRunJournalMappingDataKey,uuid,NO,
FH,FHReceiptRunJournalMappingDatas,FHProcessedReceiptRunDataKey,uuid,NO,
FH,FHReceiptRunJournalMappingDatas,FHRevenueReceiptDataKey,uuid,NO,
FH,FHReceiptRunJournalMappingDatas,FHGLJournalDataKey,uuid,NO,
FH,FHReportConfigs,Id,uuid,NO,
FH,FHReportConfigs,Name,text,NO,
FH,FHReportConfigs,ReportDataSourceId,uuid,YES,
FH,FHReportConfigs,SelectedColumns,text,YES,
FH,FHReportConfigs,InputParams,text,YES,
FH,FHReportConfigs,FilterQuery,text,YES,
FH,FHReportConfigs,QueryOptions,text,YES,
FH,FHReportConfigs,VisualConfigs,text,YES,
FH,FHReportConfigs,IsInactive,boolean,NO,
FH,FHReportConfigs,Created,timestamp without time zone,YES,
FH,FHReportConfigs,CreatedBy,text,YES,
FH,FHReportConfigs,LastModified,timestamp without time zone,YES,
FH,FHReportConfigs,LastModifiedBy,text,YES,
FH,FHReportConfigs,IsInActive,boolean,NO,
FH,FHReportDataSources,Id,uuid,NO,
FH,FHReportDataSources,Name,text,NO,
FH,FHReportDataSources,Invocation,text,YES,
FH,FHReportDataSources,Type,integer,NO,
FH,FHReportDataSources,EntityFullName,text,YES,
FH,FHReportDataSources,Columns,text,YES,
FH,FHReportDataSources,Joins,text,YES,
FH,FHReportDataSources,InputParams,text,YES,
FH,FHReportDataSources,IsInactive,boolean,NO,
FH,FHReportFilterDatas,FHReportFilterDataKey,uuid,NO,
FH,FHReportFilterDatas,FHReportType,integer,NO,
FH,FHReportFilterDatas,FilterData,text,YES,
FH,FHReportFilterDatas,Created,timestamp without time zone,YES,
FH,FHReportFilterDatas,CreatedBy,text,YES,
FH,FHReportFilterDatas,LastModified,timestamp without time zone,YES,
FH,FHReportFilterDatas,LastModifiedBy,text,YES,
FH,FHReportFilterDatas,IsInActive,boolean,NO,
FH,FHReportRelatedAccountBreakConfigurations,FHReportRelatedAccountBreakConfigurationKey,uuid,NO,
FH,FHReportRelatedAccountBreakConfigurations,Name,text,YES,
FH,FHReportRelatedAccountBreakConfigurations,Created,timestamp without time zone,YES,
FH,FHReportRelatedAccountBreakConfigurations,CreatedBy,text,YES,
FH,FHReportRelatedAccountBreakConfigurations,LastModified,timestamp without time zone,YES,
FH,FHReportRelatedAccountBreakConfigurations,LastModifiedBy,text,YES,
FH,FHReportRelatedAccountBreakConfigurations,IsInActive,boolean,NO,
FH,FHReportRelatedAccountBreakConfigurations,SequenceNo,integer,NO,
FH,FHRevenueGLDistributionDatas,FHRevenueGLDistributionDataKey,uuid,NO,
FH,FHRevenueGLDistributionDatas,FHGLAccountDataKey,uuid,YES,
FH,FHRevenueGLDistributionDatas,GLAccountnumber,text,NO,
FH,FHRevenueGLDistributionDatas,Percentage,numeric,YES,
FH,FHRevenueGLDistributionDatas,RecordType,integer,NO,
FH,FHRevenueGLDistributionDatas,SequenceNumber,integer,NO,
FH,FHRevenueGLDistributionDatas,FHGLRevenueCodeDataKey,uuid,NO,
FH,FHRevenueGLDistributionDatas,Created,timestamp without time zone,YES,
FH,FHRevenueGLDistributionDatas,CreatedBy,text,YES,
FH,FHRevenueGLDistributionDatas,LastModified,timestamp without time zone,YES,
FH,FHRevenueGLDistributionDatas,LastModifiedBy,text,YES,
FH,FHRevenueGLDistributionDatas,IsInActive,boolean,NO,
FH,FHRevenueReceiptBatchDatas,FHRevenueReceiptBatchDataKey,uuid,NO,
FH,FHRevenueReceiptBatchDatas,Created,timestamp without time zone,YES,
FH,FHRevenueReceiptBatchDatas,CreatedBy,text,YES,
FH,FHRevenueReceiptBatchDatas,LastModified,timestamp without time zone,YES,
FH,FHRevenueReceiptBatchDatas,LastModifiedBy,text,YES,
FH,FHRevenueReceiptBatchDatas,IsInActive,boolean,NO,
FH,FHRevenueReceiptBatchDatas,BatchNumber,bigint,YES,
FH,FHRevenueReceiptDatas,FHRevenueReceiptDataKey,uuid,NO,
FH,FHRevenueReceiptDatas,ReceiptNumber,bigint,NO,
FH,FHRevenueReceiptDatas,FHGLRevenueCodeDataKey,uuid,YES,
FH,FHRevenueReceiptDatas,Description,text,NO,
FH,FHRevenueReceiptDatas,Memo,text,NO,
FH,FHRevenueReceiptDatas,FHRevenueRecordDataKey,uuid,YES,
FH,FHRevenueReceiptDatas,Amount,numeric,NO,
FH,FHRevenueReceiptDatas,IsGlDistributionChanged,boolean,YES,
FH,FHRevenueReceiptDatas,IsRecorded,boolean,NO,
FH,FHRevenueReceiptDatas,Created,timestamp without time zone,YES,
FH,FHRevenueReceiptDatas,CreatedBy,text,YES,
FH,FHRevenueReceiptDatas,LastModified,timestamp without time zone,YES,
FH,FHRevenueReceiptDatas,LastModifiedBy,text,YES,
FH,FHRevenueReceiptDatas,IsInActive,boolean,NO,
FH,FHRevenueReceiptDatas,FHProcessedReceiptRunDataKey,uuid,YES,
FH,FHRevenueReceiptDatas,Status,integer,NO,0
FH,FHRevenueReceiptDatas,FHRevenueReceiptBatchDataKey,uuid,YES,
FH,FHRevenueReceiptDatas,CheckNumber,character varying,YES,
FH,FHRevenueReceiptDatas,ReceiptDate,timestamp without time zone,YES,
FH,FHRevenueReceiptDatas,FHARPaymentTypeKey,uuid,YES,
FH,FHRevenueReceiptGLDistributionDatas,FHRevenueReceiptGLDistributionDataKey,uuid,NO,
FH,FHRevenueReceiptGLDistributionDatas,FHRevenueReceiptDataKey,uuid,YES,
FH,FHRevenueReceiptGLDistributionDatas,FHGLAccountDataKey,uuid,YES,
FH,FHRevenueReceiptGLDistributionDatas,Percentage,numeric,NO,
FH,FHRevenueReceiptGLDistributionDatas,RecordType,integer,NO,
FH,FHRevenueReceiptGLDistributionDatas,SequenceNumber,integer,NO,
FH,FHRevenueReceiptGLDistributionDatas,Created,timestamp without time zone,YES,
FH,FHRevenueReceiptGLDistributionDatas,CreatedBy,text,YES,
FH,FHRevenueReceiptGLDistributionDatas,LastModified,timestamp without time zone,YES,
FH,FHRevenueReceiptGLDistributionDatas,LastModifiedBy,text,YES,
FH,FHRevenueReceiptGLDistributionDatas,IsInActive,boolean,NO,
FH,FHRevenueReceiptGLDistributionDatas,Amount,numeric,NO,0.0
FH,FHRevenueReceiptPaymentRecordDatas,FHRevenueReceiptPaymentRecordDataKey,uuid,NO,
FH,FHRevenueReceiptPaymentRecordDatas,PaymentAmount,numeric,NO,
FH,FHRevenueReceiptPaymentRecordDatas,FHRevenueRecordDataKey,uuid,YES,
FH,FHRevenueReceiptPaymentRecordDatas,FHRevenueReceiptDataKey,uuid,YES,
FH,FHRevenueReceiptPaymentRecordDatas,Created,timestamp without time zone,YES,
FH,FHRevenueReceiptPaymentRecordDatas,CreatedBy,text,YES,
FH,FHRevenueReceiptPaymentRecordDatas,LastModified,timestamp without time zone,YES,
FH,FHRevenueReceiptPaymentRecordDatas,LastModifiedBy,text,YES,
FH,FHRevenueReceiptPaymentRecordDatas,IsInActive,boolean,NO,
FH,FHRevenueReceiptPaymentRecordDatas,CreditCardAmount,numeric,YES,
FH,FHRevenueRecordDatas,FHRevenueRecordDataKey,uuid,NO,
FH,FHRevenueRecordDatas,AmountReceived,numeric,NO,
FH,FHRevenueRecordDatas,PaymentAmount,numeric,NO,
FH,FHRevenueRecordDatas,FHARPaymentTypeKey,uuid,NO,
FH,FHRevenueRecordDatas,Description,text,YES,
FH,FHRevenueRecordDatas,Created,timestamp without time zone,YES,
FH,FHRevenueRecordDatas,CreatedBy,text,YES,
FH,FHRevenueRecordDatas,LastModified,timestamp without time zone,YES,
FH,FHRevenueRecordDatas,LastModifiedBy,text,YES,
FH,FHRevenueRecordDatas,IsInActive,boolean,NO,
FH,FHRevenueRecordDatas,RemainingAmount,numeric,YES,
FH,FHRevenueRecordDatas,CheckNumber,character varying,YES,
FH,FHRevenueRecordDatas,FHBankTransactionDataKey,uuid,YES,
FH,FHRevenueRecordDatas,PaymentDate,timestamp without time zone,YES,
FH,FHRevenueRecordDatas,DepositDate,timestamp without time zone,YES,
FH,FHRevenueRecordDatas,FiscalPeriod,integer,YES,
FH,FHRevenueRecordDatas,VoidFiscalPeriod,integer,YES,
FH,FHRevenueRecordDatas,IsNotInGL,boolean,NO,false
FH,FHStateDatas,Code,integer,NO,
FH,FHStateDatas,Created,timestamp without time zone,YES,
FH,FHStateDatas,CreatedBy,text,YES,
FH,FHStateDatas,LastModified,timestamp without time zone,YES,
FH,FHStateDatas,LastModifiedBy,text,YES,
FH,FHStateDatas,IsInActive,boolean,NO,
FH,FHStateDatas,Name,text,YES,
FH,FHStateDatas,Description,text,YES,
FH,FHStateDatas,IsTerritory,boolean,NO,false
FH,FHTaxForm1096ContactPersonData,FHTaxForm1096ContactPersonDataKey,uuid,NO,
FH,FHTaxForm1096ContactPersonData,FHTaxFormYearEndPrintLogKey,uuid,YES,
FH,FHTaxForm1096ContactPersonData,Name,text,NO,
FH,FHTaxForm1096ContactPersonData,PhoneNumber,text,YES,
FH,FHTaxForm1096ContactPersonData,EmailAddress,text,YES,
FH,FHTaxForm1096ContactPersonData,FaxNumber,text,YES,
FH,FHTaxForm1096ContactPersonData,Created,timestamp without time zone,YES,
FH,FHTaxForm1096ContactPersonData,CreatedBy,text,YES,
FH,FHTaxForm1096ContactPersonData,LastModified,timestamp without time zone,YES,
FH,FHTaxForm1096ContactPersonData,LastModifiedBy,text,YES,
FH,FHTaxForm1096ContactPersonData,IsInActive,boolean,NO,
FH,FHTaxFormPrintTemplates,FHTaxFormPrintTemplateKey,uuid,NO,
FH,FHTaxFormPrintTemplates,FHTaxFormPrintFormattingCategory,integer,YES,
FH,FHTaxFormPrintTemplates,FormLength,numeric,YES,
FH,FHTaxFormPrintTemplates,FormWidth,numeric,YES,
FH,FHTaxFormPrintTemplates,IsPrintWithOverlay,boolean,NO,
FH,FHTaxFormPrintTemplates,Overlay,text,YES,
FH,FHTaxFormPrintTemplates,OverlayName,text,YES,
FH,FHTaxFormPrintTemplates,FontSize,numeric,YES,
FH,FHTaxFormPrintTemplates,FHFontFamilyDataKey,uuid,YES,
FH,FHTaxFormPrintTemplates,HtmlTemplate,text,YES,
FH,FHTaxFormPrintTemplates,IsEditable,boolean,NO,
FH,FHTaxFormPrintTemplates,HtmlString,text,YES,
FH,FHTaxFormPrintTemplates,IsDefault,boolean,YES,
FH,FHTaxFormPrintTemplates,HtmlTableBody,text,YES,
FH,FHTaxFormPrintTemplates,HTMLPrintTemplate,text,YES,
FH,FHTaxFormPrintTemplates,CSSStyle,text,YES,
FH,FHTaxFormPrintTemplates,NumberFormsPerSheet,integer,YES,
FH,FHTaxFormPrintTemplates,BlankPrintSheet,text,YES,
FH,FHTaxFormPrintTemplates,BlankPrintSheetName,text,YES,
FH,FHTaxFormPrintTemplates,HtmlFormsTemplate,text,YES,
FH,FHTaxFormPrintTemplates,Created,timestamp without time zone,YES,
FH,FHTaxFormPrintTemplates,CreatedBy,text,YES,
FH,FHTaxFormPrintTemplates,LastModified,timestamp without time zone,YES,
FH,FHTaxFormPrintTemplates,LastModifiedBy,text,YES,
FH,FHTaxFormPrintTemplates,IsInActive,boolean,NO,
FH,FHTaxFormPrintTemplates,PaperLength,numeric,YES,
FH,FHTaxFormPrintTemplates,PaperWidth,numeric,YES,
FH,FHTaxFormYearEndPrintLogs,FHTaxFormYearEndPrintLogKey,uuid,NO,
FH,FHTaxFormYearEndPrintLogs,FHTaxFormPrintFormattingCategory,integer,NO,
FH,FHTaxFormYearEndPrintLogs,Year,integer,NO,
FH,FHTaxFormYearEndPrintLogs,Created,timestamp without time zone,YES,
FH,FHTaxFormYearEndPrintLogs,CreatedBy,text,YES,
FH,FHTaxFormYearEndPrintLogs,LastModified,timestamp without time zone,YES,
FH,FHTaxFormYearEndPrintLogs,LastModifiedBy,text,YES,
FH,FHTaxFormYearEndPrintLogs,IsInActive,boolean,NO,
FH,FHTaxFormYearEndPrintVendorLogs,FHTaxFormYearEndPrintVendorLogKey,uuid,NO,
FH,FHTaxFormYearEndPrintVendorLogs,FHTaxFormYearEndPrintLogKey,uuid,NO,
FH,FHTaxFormYearEndPrintVendorLogs,FHVendorSetupDataKey,uuid,NO,
FH,FHTaxFormYearEndPrintVendorLogs,Created,timestamp without time zone,YES,
FH,FHTaxFormYearEndPrintVendorLogs,CreatedBy,text,YES,
FH,FHTaxFormYearEndPrintVendorLogs,LastModified,timestamp without time zone,YES,
FH,FHTaxFormYearEndPrintVendorLogs,LastModifiedBy,text,YES,
FH,FHTaxFormYearEndPrintVendorLogs,IsInActive,boolean,NO,
FH,FHUBRevenueCodeDatas,FHUBRevenueCodeDataKey,uuid,NO,
FH,FHUBRevenueCodeDatas,RevenueCode,text,NO,
FH,FHUBRevenueCodeDatas,Description,text,NO,
FH,FHUBRevenueCodeDatas,FHBankAccountSetupDataKey,uuid,YES,
FH,FHUBRevenueCodeDatas,Created,timestamp without time zone,YES,
FH,FHUBRevenueCodeDatas,CreatedBy,text,YES,
FH,FHUBRevenueCodeDatas,IsInActive,boolean,NO,false
FH,FHUBRevenueCodeDatas,LastModified,timestamp without time zone,YES,
FH,FHUBRevenueCodeDatas,LastModifiedBy,text,YES,
FH,FHUbARFrontDeskPaymentDatas,FHUbARFrontDeskPaymentDataKey,uuid,NO,
FH,FHUbARFrontDeskPaymentDatas,TransactionId,text,NO,
FH,FHUbARFrontDeskPaymentDatas,UBAccountNumber,text,YES,
FH,FHUbARFrontDeskPaymentDatas,PayeeName,text,YES,
FH,FHUbARFrontDeskPaymentDatas,EPayId,text,YES,
FH,FHUbARFrontDeskPaymentDatas,PaymentDate,timestamp without time zone,YES,
FH,FHUbARFrontDeskPaymentDatas,PaymentTime,text,YES,
FH,FHUbARFrontDeskPaymentDatas,PaymentAmount,numeric,YES,
FH,FHUbARFrontDeskPaymentDatas,Module,text,YES,
FH,FHUbARFrontDeskPaymentDatas,Description,text,YES,
FH,FHUbARFrontDeskPaymentDatas,EmailId,text,YES,
FH,FHUbARFrontDeskPaymentDatas,UBRevenueCode,text,YES,
FH,FHUbARFrontDeskPaymentDatas,PaymentMethod,text,YES,
FH,FHUbARFrontDeskPaymentDatas,VendorAutoPlay,boolean,YES,
FH,FHUbARFrontDeskPaymentDatas,Vendor,text,YES,
FH,FHUbARFrontDeskPaymentDatas,TimeZone,text,YES,
FH,FHUbARFrontDeskPaymentDatas,DataToken,text,YES,
FH,FHUbARFrontDeskPaymentDatas,Created,timestamp without time zone,YES,
FH,FHUbARFrontDeskPaymentDatas,CreatedBy,text,YES,
FH,FHUbARFrontDeskPaymentDatas,LastModified,timestamp without time zone,YES,
FH,FHUbARFrontDeskPaymentDatas,LastModifiedBy,text,YES,
FH,FHUbARFrontDeskPaymentDatas,IsInActive,boolean,NO,
FH,FHUbARReceiptBatchDatas,FHUbARReceiptBatchDataKey,uuid,NO,
FH,FHUbARReceiptBatchDatas,Created,timestamp without time zone,YES,
FH,FHUbARReceiptBatchDatas,CreatedBy,text,YES,
FH,FHUbARReceiptBatchDatas,LastModified,timestamp without time zone,YES,
FH,FHUbARReceiptBatchDatas,LastModifiedBy,text,YES,
FH,FHUbARReceiptBatchDatas,IsInActive,boolean,NO,
FH,FHUbARReceiptBatchDatas,BatchNumber,bigint,YES,
FH,FHUbARReceiptDatas,FHUbARReceiptDataKey,uuid,NO,
FH,FHUbARReceiptDatas,ReceiptNumber,bigint,NO,
FH,FHUbARReceiptDatas,Memo,text,NO,
FH,FHUbARReceiptDatas,Amount,numeric,NO,
FH,FHUbARReceiptDatas,UBAccountNumber,text,YES,
FH,FHUbARReceiptDatas,IsRecorded,boolean,NO,
FH,FHUbARReceiptDatas,FHUBRevenueCodeDataKey,uuid,YES,
FH,FHUbARReceiptDatas,FHARPaymentTypeKey,uuid,NO,
FH,FHUbARReceiptDatas,FHUbARReceiptBatchDataKey,uuid,YES,
FH,FHUbARReceiptDatas,Created,timestamp without time zone,YES,
FH,FHUbARReceiptDatas,CreatedBy,text,YES,
FH,FHUbARReceiptDatas,LastModified,timestamp without time zone,YES,
FH,FHUbARReceiptDatas,LastModifiedBy,text,YES,
FH,FHUbARReceiptDatas,IsInActive,boolean,NO,
FH,FHUbARReceiptDatas,CheckNumber,character varying,YES,
FH,FHUbARReceiptDatas,ReceiptDate,timestamp without time zone,YES,
FH,FHUbARReceiptDatas,IsCreatedInFrontDesk,boolean,NO,true
FH,FHUbARReceiptPaymentDatas,FHUbARReceiptPaymentDataKey,uuid,NO,
FH,FHUbARReceiptPaymentDatas,PaymentAmount,numeric,NO,
FH,FHUbARReceiptPaymentDatas,ReceivedAmount,numeric,NO,
FH,FHUbARReceiptPaymentDatas,RemainingAmount,numeric,YES,
FH,FHUbARReceiptPaymentDatas,Description,text,YES,
FH,FHUbARReceiptPaymentDatas,FHARPaymentTypeKey,uuid,NO,
FH,FHUbARReceiptPaymentDatas,Created,timestamp without time zone,YES,
FH,FHUbARReceiptPaymentDatas,CreatedBy,text,YES,
FH,FHUbARReceiptPaymentDatas,LastModified,timestamp without time zone,YES,
FH,FHUbARReceiptPaymentDatas,LastModifiedBy,text,YES,
FH,FHUbARReceiptPaymentDatas,IsInActive,boolean,NO,
FH,FHUbARReceiptPaymentDatas,CheckNumber,character varying,YES,
FH,FHUbARReceiptPaymentDatas,FHBankTransactionDataKey,uuid,YES,
FH,FHUbARReceiptPaymentDatas,PaymentDate,timestamp without time zone,YES,
FH,FHUbARReceiptPaymentDatas,DepositDate,timestamp without time zone,YES,
FH,FHUbARReceiptPaymentDatas,FiscalPeriod,integer,YES,
FH,FHUbARReceiptPaymentDatas,VoidFiscalPeriod,integer,YES,
FH,FHUbARReceiptPaymentDatas,IsNotInGL,boolean,NO,false
FH,FHUbARReceiptPaymentRecordDatas,FHUbARReceiptPaymentRecordDataKey,uuid,NO,
FH,FHUbARReceiptPaymentRecordDatas,PaymentAmount,numeric,NO,
FH,FHUbARReceiptPaymentRecordDatas,FHUbARReceiptPaymentDataKey,uuid,YES,
FH,FHUbARReceiptPaymentRecordDatas,FHUbARReceiptDataKey,uuid,YES,
FH,FHUbARReceiptPaymentRecordDatas,Created,timestamp without time zone,YES,
FH,FHUbARReceiptPaymentRecordDatas,CreatedBy,text,YES,
FH,FHUbARReceiptPaymentRecordDatas,LastModified,timestamp without time zone,YES,
FH,FHUbARReceiptPaymentRecordDatas,LastModifiedBy,text,YES,
FH,FHUbARReceiptPaymentRecordDatas,IsInActive,boolean,NO,
FH,FHUbARReceiptPaymentRecordDatas,CreditCardAmount,numeric,YES,
FH,FHUbARReceiptPaymentRecordDatas,FHUbProcessedReceiptRunDataKey,uuid,YES,
FH,FHUbARReceiptPaymentRecordDatas,Status,integer,YES,
FH,FHUbProcessedReceiptRunDatas,FHUbProcessedReceiptRunDataKey,uuid,NO,
FH,FHUbProcessedReceiptRunDatas,RunId,integer,NO,
FH,FHUbProcessedReceiptRunDatas,TotalReceipts,integer,NO,
FH,FHUbProcessedReceiptRunDatas,ReceiptDate,timestamp without time zone,YES,
FH,FHUbProcessedReceiptRunDatas,Created,timestamp without time zone,YES,
FH,FHUbProcessedReceiptRunDatas,CreatedBy,text,YES,
FH,FHUbProcessedReceiptRunDatas,LastModified,timestamp without time zone,YES,
FH,FHUbProcessedReceiptRunDatas,LastModifiedBy,text,YES,
FH,FHUbProcessedReceiptRunDatas,IsInActive,boolean,NO,
FH,FHUbProcessedReceiptRunlogs,FHUbProcessedReceiptRunlogKey,uuid,NO,
FH,FHUbProcessedReceiptRunlogs,FHUbProcessedReceiptRunDataKey,uuid,YES,
FH,FHUbProcessedReceiptRunlogs,FHUbARReceiptDataKey,uuid,YES,
FH,FHUbProcessedReceiptRunlogs,FHUbARReceiptPaymentRecordDataKey,uuid,YES,
FH,FHUbProcessedReceiptRunlogs,HubType,integer,NO,
FH,FHUbProcessedReceiptRunlogs,Type,integer,NO,
FH,FHUbProcessedReceiptRunlogs,Status,integer,NO,
FH,FHUbProcessedReceiptRunlogs,Message,text,YES,
FH,FHUbProcessedReceiptRunlogs,Created,timestamp without time zone,YES,
FH,FHUbProcessedReceiptRunlogs,CreatedBy,text,YES,
FH,FHUbProcessedReceiptRunlogs,LastModified,timestamp without time zone,YES,
FH,FHUbProcessedReceiptRunlogs,LastModifiedBy,text,YES,
FH,FHUbProcessedReceiptRunlogs,IsInActive,boolean,NO,
FH,FHVendorAttachmentFileDatas,FHVendorAttachmentFileDataKey,uuid,NO,
FH,FHVendorAttachmentFileDatas,FHVendorSetupDataKey,uuid,YES,
FH,FHVendorAttachmentFileDatas,FileName,text,NO,
FH,FHVendorAttachmentFileDatas,FilePath,text,NO,
FH,FHVendorAttachmentFileDatas,Size,integer,NO,
FH,FHVendorAttachmentFileDatas,FileExtension,text,NO,
FH,FHVendorAttachmentFileDatas,Created,timestamp without time zone,YES,
FH,FHVendorAttachmentFileDatas,CreatedBy,text,YES,
FH,FHVendorAttachmentFileDatas,LastModified,timestamp without time zone,YES,
FH,FHVendorAttachmentFileDatas,LastModifiedBy,text,YES,
FH,FHVendorAttachmentFileDatas,IsInActive,boolean,NO,
FH,FHVendorGLDistributionDatas,FHVendorGLDistributionDataKey,uuid,NO,
FH,FHVendorGLDistributionDatas,FHVendorSetupDataKey,uuid,NO,
FH,FHVendorGLDistributionDatas,FHGLAccountDataKey,uuid,NO,
FH,FHVendorGLDistributionDatas,GLAccountNumber,text,NO,
FH,FHVendorGLDistributionDatas,Percentage,numeric,YES,
FH,FHVendorGLDistributionDatas,RecordType,integer,NO,
FH,FHVendorGLDistributionDatas,SequenceNumber,integer,NO,
FH,FHVendorGLDistributionDatas,Created,timestamp without time zone,YES,
FH,FHVendorGLDistributionDatas,CreatedBy,text,YES,
FH,FHVendorGLDistributionDatas,LastModified,timestamp without time zone,YES,
FH,FHVendorGLDistributionDatas,LastModifiedBy,text,YES,
FH,FHVendorGLDistributionDatas,IsInActive,boolean,NO,
FH,FHVendorPaymentAmountDatas,FHVendorPaymentAmountDataKey,uuid,NO,
FH,FHVendorPaymentAmountDatas,FHVendorSetupDataKey,uuid,NO,
FH,FHVendorPaymentAmountDatas,PaymentAmount,text,YES,
FH,FHVendorPaymentAmountDatas,PreviousPaymentAmount,text,YES,
FH,FHVendorPaymentAmountDatas,Created,timestamp without time zone,YES,
FH,FHVendorPaymentAmountDatas,CreatedBy,text,YES,
FH,FHVendorPaymentAmountDatas,LastModified,timestamp without time zone,YES,
FH,FHVendorPaymentAmountDatas,LastModifiedBy,text,YES,
FH,FHVendorPaymentAmountDatas,IsInActive,boolean,NO,
FH,FHVendorPaymentAmountDatas,Year,integer,YES,
FH,FHVendorPaymentRefreshLogs,FHVendorPaymentRefreshLogKey,uuid,NO,
FH,FHVendorPaymentRefreshLogs,PaymentCalculationDateTime,timestamp without time zone,YES,
FH,FHVendorPaymentRefreshLogs,PaymentCalculationStatus,text,YES,
FH,FHVendorPaymentRefreshLogs,Created,timestamp without time zone,YES,
